"x";"y";"zTopo";"from_SecondarySeal";"to_SecondarySeal";"thickness_SecondarySeal";"from_SecondaryReservoir";"to_SecondaryReservoir";"thickness_SecondaryReservoir";"from_Seal";"to_Seal";"thickness_Seal";"from_Reservoir";"to_Reservoir";"thickness_Reservoir";"from_NonReservoirDeep";"to_NonReservoirDeep";"thickness_NonReservoirDeep";
860;1380;-1;-1;-378.044;377.044;-378.044;-435.397;57.353;-435.397;-859.804;424.406;-859.804;-1039.78;179.974;-1039.78;-2000;960.222;
900;1380;-1;-1;-411.452;410.452;-411.452;-467.79;56.3379;-467.79;-891.044;423.254;-891.044;-999.762;108.718;-999.762;-2000;1000.24;
940;1380;-1;-1;-443.368;442.368;-443.368;-498.668;55.3006;-498.668;-923.264;424.596;-923.264;-960.045;36.7809;-960.045;-2000;1039.96;
980;1380;-1;-1;-473.696;472.696;-473.696;-527.992;54.2965;-527.992;-919.625;391.632;-919.625;-919.625;0;-920.443;-2000;1079.56;
1020;1380;-1;-1;-502.398;501.398;-502.398;-555.804;53.4065;-555.804;-879.88;324.076;-879.88;-945.99;66.1097;-945.99;-2000;1054.01;
1060;1380;-1;-1;-529.524;528.524;-529.524;-582.237;52.7135;-582.237;-839.938;257.701;-839.938;-983.23;143.292;-983.23;-2000;1016.77;
1100;1380;-1;-1;-555.223;554.223;-555.223;-607.527;52.3042;-607.527;-800.465;192.938;-800.465;-1023.71;223.244;-1023.71;-2000;976.292;
1140;1380;-1;-1;-579.747;578.747;-579.747;-632.005;52.2575;-632.005;-827.011;195.006;-827.011;-1067.01;239.998;-1067.01;-2000;932.991;
1180;1380;-1;-1;-603.431;602.431;-603.431;-656.066;52.6352;-656.066;-858.97;202.904;-858.97;-1111.42;252.447;-1111.42;-2000;888.583;
1220;1380;-1;-1;-626.656;625.656;-626.656;-679.504;52.8479;-679.504;-893.152;213.648;-893.152;-1154.93;261.774;-1154.93;-2000;845.075;
1260;1380;-1;-639.576;-639.966;0.390329;-639.966;-639.966;0;-639.966;-929.567;289.601;-929.567;-1196.04;266.468;-1196.04;-2000;803.964;
1300;1380;-1;-1;-599.86;598.86;-599.86;-603.696;3.8354;-603.696;-967.861;364.165;-967.861;-1234.04;266.184;-1234.04;-2000;765.956;
1340;1380;-1;-1;-583.582;582.582;-583.582;-628.408;44.8261;-628.408;-1007.39;378.985;-1007.39;-1268.97;261.581;-1268.97;-2000;731.026;
1380;1380;-1;-1;-607.773;606.773;-607.773;-653.546;45.7726;-653.546;-1047.42;393.875;-1047.42;-1301.15;253.726;-1301.15;-2000;698.853;
1420;1380;-1;-1;-632.311;631.311;-632.311;-679.284;46.9733;-679.284;-1087.08;407.796;-1087.08;-1331.01;243.931;-1331.01;-2000;668.989;
1460;1380;-1;-1;-657.315;656.315;-657.315;-705.712;48.3966;-705.712;-1125.54;419.827;-1125.54;-1359.01;233.472;-1359.01;-2000;640.989;
1500;1380;-1;-1;-682.811;681.811;-682.811;-732.814;50.0021;-732.814;-1162.05;429.239;-1162.05;-1385.49;223.441;-1385.49;-2000;614.506;
1540;1380;-1;-1;-708.7;707.7;-708.7;-760.437;51.7369;-760.437;-1196.04;435.603;-1196.04;-1410.62;214.582;-1410.62;-2000;589.378;
1580;1380;-1;-1;-734.706;733.706;-734.706;-788.229;53.5228;-788.229;-1227.07;438.837;-1227.07;-1434.36;207.295;-1434.36;-2000;565.639;
1620;1380;-1;-1;-760.311;759.311;-760.311;-815.56;55.2492;-815.56;-1254.78;439.216;-1254.78;-1456.3;201.522;-1456.3;-2000;543.701;
1660;1380;-1;-1;-784.684;783.684;-784.684;-841.447;56.7627;-841.447;-1278.73;437.281;-1278.73;-1475.78;197.049;-1475.78;-2000;524.223;
1700;1380;-1;-1;-806.678;805.678;-806.678;-864.578;57.8999;-864.578;-1298.31;433.728;-1298.31;-1491.91;193.602;-1491.91;-2000;508.092;
1740;1380;-1;-1;-824.938;823.938;-824.938;-883.502;58.5641;-883.502;-1312.74;429.237;-1312.74;-1503.74;191;-1503.74;-2000;496.261;
1780;1380;-1;-1;-838.146;837.146;-838.146;-896.897;58.7513;-896.897;-1321.2;424.302;-1321.2;-1510.39;189.192;-1510.39;-2000;489.609;
1820;1380;-1;-1;-845.305;844.305;-845.305;-903.839;58.5342;-903.839;-1322.98;419.142;-1322.98;-1511.16;188.183;-1511.16;-2000;488.836;
1860;1380;-1;-1;-845.928;844.928;-845.928;-903.936;58.0081;-903.936;-1317.66;413.728;-1317.66;-1505.57;187.909;-1505.57;-2000;494.427;
1900;1380;-1;-1;-840.086;839.086;-840.086;-897.343;57.2574;-897.343;-1305.2;407.853;-1305.2;-1493.37;188.169;-1493.37;-2000;506.634;
1940;1380;-1;-1;-828.308;827.308;-828.308;-884.66;56.352;-884.66;-1285.93;401.27;-1285.93;-1474.54;188.608;-1474.54;-2000;525.461;
1980;1380;-1;-1;-811.418;810.418;-811.418;-866.777;55.3589;-866.777;-1260.57;393.797;-1260.57;-1449.37;188.799;-1449.37;-2000;550.627;
20;1340;-1;-1;-1;0;-1;-1;0;-1;-99.8943;98.8943;-99.8943;-295.443;195.549;-295.443;-2000;1704.56;
60;1340;-1;-1;-1;0;-1;-1;0;-1;-125.59;124.59;-125.59;-325.927;200.337;-325.927;-2000;1674.07;
100;1340;-1;-1;-1;0;-1;-1;0;-1;-153.756;152.756;-153.756;-359.168;205.412;-359.168;-2000;1640.83;
140;1340;-1;-1;-1;0;-1;-1;0;-1;-184.436;183.436;-184.436;-395.052;210.617;-395.052;-2000;1604.95;
180;1340;-1;-1;-1;0;-1;-1;0;-1;-217.612;216.612;-217.612;-433.239;215.627;-433.239;-2000;1566.76;
220;1340;-1;-1;-1;0;-1;-1;0;-1;-253.172;252.172;-253.172;-473.391;220.219;-473.391;-2000;1526.61;
260;1340;-1;-1;-1;0;-1;-1;0;-1;-290.836;289.836;-290.836;-514.873;224.037;-514.873;-2000;1485.13;
300;1340;-1;-1;-1;0;-1;-1;0;-1;-330.227;329.227;-330.227;-557.183;226.956;-557.183;-2000;1442.82;
340;1340;-1;-1;-1;0;-1;-1;0;-1;-370.808;369.808;-370.808;-599.768;228.96;-599.768;-2000;1400.23;
380;1340;-1;-1;-1;0;-1;-1;0;-1;-412.037;411.037;-412.037;-642.226;230.189;-642.226;-2000;1357.77;
420;1340;-1;-1;-1;0;-1;-17.0318;16.0318;-17.0318;-453.366;436.334;-453.366;-684.275;230.909;-684.275;-2000;1315.73;
460;1340;-1;-1;-1;0;-1;-56.1465;55.1465;-56.1465;-494.346;438.199;-494.346;-725.755;231.409;-725.755;-2000;1274.25;
500;1340;-1;-1;-34.4146;33.4146;-34.4146;-96.1301;61.7156;-96.1301;-534.671;438.541;-534.671;-766.568;231.898;-766.568;-2000;1233.43;
540;1340;-1;-1;-74.8734;73.8734;-74.8734;-136.522;61.649;-136.522;-574.135;437.612;-574.135;-806.648;232.514;-806.648;-2000;1193.35;
580;1340;-1;-1;-115.564;114.564;-115.564;-176.885;61.3205;-176.885;-612.647;435.762;-612.647;-845.962;233.316;-845.962;-2000;1154.04;
620;1340;-1;-1;-156.079;155.079;-156.079;-216.875;60.7964;-216.875;-650.143;433.268;-650.143;-884.517;234.374;-884.517;-2000;1115.48;
660;1340;-1;-1;-196.112;195.112;-196.112;-256.271;60.1597;-256.271;-686.582;430.311;-686.582;-922.414;235.832;-922.414;-2000;1077.59;
700;1340;-1;-1;-235.478;234.478;-235.478;-294.962;59.4841;-294.962;-721.976;427.013;-721.976;-959.876;237.9;-959.876;-2000;1040.12;
740;1340;-1;-1;-274.092;273.092;-274.092;-332.887;58.796;-332.887;-756.355;423.468;-756.355;-997.248;240.892;-997.248;-2000;1002.75;
780;1340;-1;-1;-311.892;310.892;-311.892;-369.965;58.0733;-369.965;-789.818;419.853;-789.818;-1035;245.184;-1035;-2000;964.998;
820;1340;-1;-1;-348.787;347.787;-348.787;-406.069;57.2817;-406.069;-822.685;416.616;-822.685;-1073.62;250.938;-1073.62;-2000;926.377;
860;1340;-1;-1;-384.632;383.632;-384.632;-441.031;56.3982;-441.031;-855.267;414.236;-855.267;-1039.72;184.457;-1039.72;-2000;960.276;
900;1340;-1;-1;-419.239;418.239;-419.239;-474.672;55.4325;-474.672;-888.254;413.583;-888.254;-999.946;111.691;-999.946;-2000;1000.05;
940;1340;-1;-1;-452.41;451.41;-452.41;-506.829;54.4195;-506.829;-922.27;415.44;-922.27;-959.937;37.667;-959.937;-2000;1040.06;
980;1340;-1;-1;-483.964;482.964;-483.964;-537.383;53.4185;-919.618;-920.28;0.661852;-920.28;-920.28;0;-920.28;-2000;1079.72;
1020;1340;-1;-1;-513.778;512.778;-513.778;-566.286;52.5086;-566.286;-879.86;313.574;-879.86;-917.995;38.1354;-917.995;-2000;1082;
1060;1340;-1;-1;-541.819;540.819;-541.819;-593.608;51.789;-593.608;-839.891;246.283;-839.891;-954.732;114.841;-954.732;-2000;1045.27;
1100;1340;-1;-1;-568.202;567.202;-568.202;-619.564;51.3615;-619.564;-800.356;180.792;-800.356;-994.512;194.156;-994.512;-2000;1005.49;
1140;1340;-1;-1;-593.178;592.178;-593.178;-644.511;51.3329;-644.511;-814.693;170.181;-814.693;-1036.93;222.242;-1036.93;-2000;963.065;
1180;1340;-1;-1;-617.138;616.138;-617.138;-668.913;51.7747;-668.913;-846.468;177.555;-846.468;-1081.02;234.553;-1081.02;-2000;918.979;
1220;1340;-1;-1;-640.539;639.539;-640.539;-679.583;39.0431;-679.583;-880.231;200.649;-880.231;-1125.08;244.853;-1125.08;-2000;874.915;
1260;1340;-1;-639.663;-639.763;0.100255;-639.763;-639.763;0;-639.763;-916.107;276.344;-916.107;-1167.67;251.562;-1167.67;-2000;832.33;
1300;1340;-1;-1;-599.921;598.921;-599.921;-604.157;4.2358;-604.157;-953.782;349.626;-953.782;-1207.84;254.056;-1207.84;-2000;792.162;
1340;1340;-1;-1;-585.229;584.229;-585.229;-628.811;43.5825;-628.811;-992.79;363.979;-992.79;-1245.31;252.521;-1245.31;-2000;754.688;
1380;1340;-1;-1;-609.425;608.425;-609.425;-653.912;44.4872;-653.912;-1032.56;378.646;-1032.56;-1280.05;247.49;-1280.05;-2000;719.952;
1420;1340;-1;-1;-634.032;633.032;-634.032;-679.684;45.6519;-679.684;-1072.63;392.945;-1072.63;-1312.38;239.747;-1312.38;-2000;687.625;
1460;1340;-1;-1;-659.225;658.225;-659.225;-706.27;47.0456;-706.27;-1112.29;406.023;-1112.29;-1342.72;230.43;-1342.72;-2000;657.277;
1500;1340;-1;-1;-685.094;684.094;-685.094;-733.731;48.637;-733.731;-1150.73;417.002;-1150.73;-1371.54;220.803;-1371.54;-2000;628.464;
1540;1340;-1;-1;-711.621;710.621;-711.621;-762.011;50.3901;-762.011;-1187.14;425.134;-1187.14;-1399.14;212;-1399.14;-2000;600.856;
1580;1340;-1;-1;-738.621;737.621;-738.621;-790.867;52.2457;-790.867;-1220.86;429.991;-1220.86;-1425.62;204.759;-1425.62;-2000;574.384;
1620;1340;-1;-1;-765.65;764.65;-765.65;-819.752;54.1016;-819.752;-1251.42;431.672;-1251.42;-1450.64;199.211;-1450.64;-2000;549.365;
1660;1340;-1;-1;-791.895;790.895;-791.895;-847.659;55.7635;-847.659;-1278.34;430.684;-1278.34;-1473.44;195.095;-1473.44;-2000;526.562;
1700;1340;-1;-1;-816.024;815.024;-816.024;-873.096;57.0716;-873.096;-1300.91;427.817;-1300.91;-1492.9;191.992;-1492.9;-2000;507.096;
1740;1340;-1;-1;-836.448;835.448;-836.448;-894.282;57.8339;-894.282;-1318.17;423.89;-1318.17;-1507.78;189.61;-1507.78;-2000;492.217;
1780;1340;-1;-1;-851.483;850.483;-851.483;-909.541;58.0582;-909.541;-1329.03;419.494;-1329.03;-1516.94;187.902;-1516.94;-2000;483.063;
1820;1340;-1;-1;-859.846;858.846;-859.846;-917.685;57.8388;-917.685;-1332.55;414.87;-1332.55;-1519.51;186.952;-1519.51;-2000;480.493;
1860;1340;-1;-1;-860.937;859.937;-860.937;-918.23;57.2925;-918.23;-1328.16;409.932;-1328.16;-1514.95;186.786;-1514.95;-2000;485.052;
1900;1340;-1;-1;-854.888;853.888;-854.888;-911.397;56.509;-911.397;-1315.81;404.414;-1315.81;-1503.02;187.208;-1503.02;-2000;496.981;
1940;1340;-1;-1;-842.417;841.417;-842.417;-897.973;55.5562;-897.973;-1295.97;398.001;-1295.97;-1483.79;187.815;-1483.79;-2000;516.21;
1980;1340;-1;-1;-824.578;823.578;-824.578;-879.083;54.5048;-879.083;-1269.57;390.482;-1269.57;-1457.67;188.105;-1457.67;-2000;542.33;
20;1300;-1;-1;-1;0;-1;-1;0;-1;-93.5332;92.5332;-93.5332;-285.582;192.049;-285.582;-2000;1714.42;
60;1300;-1;-1;-1;0;-1;-1;0;-1;-118.93;117.93;-118.93;-315.637;196.706;-315.637;-2000;1684.36;
100;1300;-1;-1;-1;0;-1;-1;0;-1;-146.803;145.803;-146.803;-348.479;201.675;-348.479;-2000;1651.52;
140;1300;-1;-1;-1;0;-1;-1;0;-1;-177.215;176.215;-177.215;-383.982;206.766;-383.982;-2000;1616.02;
180;1300;-1;-1;-1;0;-1;-1;0;-1;-210.166;209.166;-210.166;-421.867;211.701;-421.867;-2000;1578.13;
220;1300;-1;-1;-1;0;-1;-1;0;-1;-245.56;244.56;-245.56;-461.692;216.131;-461.692;-2000;1538.31;
260;1300;-1;-1;-1;0;-1;-1;0;-1;-283.115;282.115;-283.115;-502.864;219.748;-502.864;-2000;1497.14;
300;1300;-1;-1;-1;0;-1;-1;0;-1;-322.436;321.436;-322.436;-544.781;222.345;-544.781;-2000;1455.22;
340;1300;-1;-1;-1;0;-1;-1;0;-1;-362.952;361.952;-362.952;-586.883;223.931;-586.883;-2000;1413.12;
380;1300;-1;-1;-1;0;-1;-1;0;-1;-404.076;403.076;-404.076;-628.769;224.692;-628.769;-2000;1371.23;
420;1300;-1;-1;-1;0;-1;-16.6276;15.6276;-16.6276;-445.238;428.611;-445.238;-670.216;224.978;-670.216;-2000;1329.78;
460;1300;-1;-1;-1;0;-1;-56.1036;55.1036;-56.1036;-485.981;429.878;-485.981;-711.085;225.103;-711.085;-2000;1288.92;
500;1300;-1;-1;-35.5129;34.5129;-35.5129;-96.4606;60.9477;-96.4606;-526.028;429.567;-526.028;-751.424;225.396;-751.424;-2000;1248.58;
540;1300;-1;-1;-76.4191;75.4191;-76.4191;-137.206;60.7865;-137.206;-565.229;428.023;-565.229;-791.231;226.002;-791.231;-2000;1208.77;
580;1300;-1;-1;-117.533;116.533;-117.533;-177.88;60.3463;-177.88;-603.569;425.689;-603.569;-830.542;226.973;-830.542;-2000;1169.46;
620;1300;-1;-1;-158.431;157.431;-158.431;-218.143;59.7121;-218.143;-641.067;422.924;-641.067;-869.401;228.334;-869.401;-2000;1130.6;
660;1300;-1;-1;-198.818;197.818;-198.818;-257.821;59.0031;-257.821;-677.738;419.917;-677.738;-907.915;230.176;-907.915;-2000;1092.09;
700;1300;-1;-1;-238.566;237.566;-238.566;-296.879;58.3132;-296.879;-713.632;416.754;-713.632;-946.293;232.66;-946.293;-2000;1053.71;
740;1300;-1;-1;-277.663;276.663;-277.663;-335.332;57.6694;-335.332;-748.772;413.44;-748.772;-984.835;236.063;-984.835;-2000;1015.16;
780;1300;-1;-1;-316.119;315.119;-316.119;-373.146;57.0275;-373.146;-783.282;410.136;-783.282;-1023.95;240.666;-1023.95;-2000;976.051;
820;1300;-1;-1;-353.873;352.873;-353.873;-410.192;56.3197;-410.192;-817.396;407.204;-817.396;-1064.03;246.631;-1064.03;-2000;935.973;
860;1300;-1;-1;-390.764;389.764;-390.764;-446.263;55.4988;-446.263;-851.377;405.114;-851.377;-1039.68;188.307;-1039.68;-2000;960.316;
900;1300;-1;-1;-426.556;425.556;-426.556;-481.126;54.5708;-481.126;-885.868;404.741;-885.868;-999.895;114.027;-999.895;-2000;1000.11;
940;1300;-1;-1;-460.978;459.978;-460.978;-514.543;53.5652;-514.543;-921.44;406.897;-921.44;-959.861;38.4211;-959.861;-2000;1040.14;
980;1300;-1;-1;-493.755;492.755;-493.755;-546.293;52.5387;-919.612;-920.162;0.549785;-920.162;-920.162;0;-920.162;-2000;1079.84;
1020;1300;-1;-1;-524.653;523.653;-524.653;-576.224;51.5712;-576.224;-879.843;303.619;-879.843;-894.202;14.3586;-894.202;-2000;1105.8;
1060;1300;-1;-1;-553.54;552.54;-553.54;-604.32;50.78;-604.32;-839.854;235.535;-839.854;-930.657;90.803;-930.657;-2000;1069.34;
1100;1300;-1;-1;-580.468;579.468;-580.468;-630.771;50.3024;-630.771;-800.273;169.502;-800.273;-969.914;169.641;-969.914;-2000;1030.09;
1140;1300;-1;-1;-605.715;604.715;-605.715;-655.987;50.272;-655.987;-803.593;147.606;-803.593;-1011.77;208.18;-1011.77;-2000;988.228;
1180;1300;-1;-1;-629.747;628.747;-629.747;-680.528;50.7806;-680.528;-835.109;154.581;-835.109;-1055.43;220.319;-1055.43;-2000;944.572;
1220;1300;-1;-1;-653.133;652.133;-653.133;-679.642;26.5097;-679.642;-868.561;188.919;-868.561;-1099.46;230.901;-1099.46;-2000;900.538;
1260;1300;-1;-639.73;-639.8;0.0704472;-639.8;-639.8;0;-639.8;-904.042;264.242;-904.042;-1142.64;238.595;-1142.64;-2000;857.363;
1300;1300;-1;-1;-599.969;598.969;-599.969;-604.423;4.45372;-604.423;-941.205;336.782;-941.205;-1184.11;242.908;-1184.11;-2000;815.887;
1340;1300;-1;-1;-586.494;585.494;-586.494;-628.876;42.3828;-628.876;-979.652;350.776;-979.652;-1223.37;243.716;-1223.37;-2000;776.631;
1380;1300;-1;-1;-610.557;609.557;-610.557;-653.806;43.2493;-653.806;-1018.88;365.074;-1018.88;-1260.16;241.277;-1260.16;-2000;739.843;
1420;1300;-1;-1;-635.098;634.098;-635.098;-679.476;44.3775;-679.476;-1058.92;379.447;-1058.92;-1294.53;235.606;-1294.53;-2000;705.471;
1460;1300;-1;-1;-660.34;659.34;-660.34;-706.073;45.7331;-706.073;-1099.33;393.262;-1099.33;-1326.81;227.479;-1326.81;-2000;673.187;
1500;1300;-1;-1;-686.433;685.433;-686.433;-733.725;47.2923;-733.725;-1139.35;405.627;-1139.35;-1357.52;218.173;-1357.52;-2000;642.475;
1540;1300;-1;-1;-713.446;712.446;-713.446;-762.486;49.0397;-762.486;-1177.94;415.459;-1177.94;-1387.19;209.244;-1387.19;-2000;612.812;
1580;1300;-1;-1;-741.313;740.313;-741.313;-792.289;50.976;-792.289;-1214.18;421.892;-1214.18;-1416.11;201.93;-1416.11;-2000;583.889;
1620;1300;-1;-1;-769.708;768.708;-769.708;-822.633;52.9242;-822.633;-1247.5;424.865;-1247.5;-1444.13;196.637;-1444.13;-2000;555.865;
1660;1300;-1;-1;-797.859;796.859;-797.859;-852.634;54.7759;-852.634;-1277.34;424.71;-1277.34;-1470.43;193.087;-1470.43;-2000;529.568;
1700;1300;-1;-1;-824.349;823.349;-824.349;-880.586;56.2377;-880.586;-1302.99;422.407;-1302.99;-1493.58;190.583;-1493.58;-2000;506.424;
1740;1300;-1;-1;-847.202;846.202;-847.202;-904.297;57.096;-904.297;-1323.28;418.978;-1323.28;-1511.87;188.591;-1511.87;-2000;488.133;
1780;1300;-1;-1;-864.27;863.27;-864.27;-921.612;57.3414;-921.612;-1336.75;415.14;-1336.75;-1523.78;187.03;-1523.78;-2000;476.218;
1820;1300;-1;-1;-873.893;872.893;-873.893;-931.001;57.1084;-931.001;-1342.11;411.107;-1342.11;-1528.24;186.133;-1528.24;-2000;471.759;
1860;1300;-1;-1;-875.331;874.331;-875.331;-931.874;56.5432;-931.874;-1338.58;406.705;-1338.58;-1524.64;186.062;-1524.64;-2000;475.359;
1900;1300;-1;-1;-868.833;867.833;-868.833;-924.566;55.7329;-924.566;-1326.14;401.575;-1326.14;-1512.78;186.642;-1512.78;-2000;487.217;
1940;1300;-1;-1;-855.393;854.393;-855.393;-910.126;54.7334;-910.126;-1305.46;395.338;-1305.46;-1492.85;187.385;-1492.85;-2000;507.151;
1980;1300;-1;-1;-836.374;835.374;-836.374;-889.993;53.6196;-889.993;-1277.74;387.745;-1277.74;-1465.44;187.699;-1465.44;-2000;534.563;
20;1260;-1;-1;-1;0;-1;-1;0;-1;-88.1111;87.1111;-88.1111;-277.08;188.969;-277.08;-2000;1722.92;
60;1260;-1;-1;-1;0;-1;-1;0;-1;-113.213;112.213;-113.213;-306.736;193.523;-306.736;-2000;1693.26;
100;1260;-1;-1;-1;0;-1;-1;0;-1;-140.795;139.795;-140.795;-339.219;198.424;-339.219;-2000;1660.78;
140;1260;-1;-1;-1;0;-1;-1;0;-1;-170.943;169.943;-170.943;-374.421;203.478;-374.421;-2000;1625.58;
180;1260;-1;-1;-1;0;-1;-1;0;-1;-203.678;202.678;-203.678;-412.057;208.378;-412.057;-2000;1587.94;
220;1260;-1;-1;-1;0;-1;-1;0;-1;-238.931;237.931;-238.931;-451.668;212.737;-451.668;-2000;1548.33;
260;1260;-1;-1;-1;0;-1;-1;0;-1;-276.418;275.418;-276.418;-492.613;216.195;-492.613;-2000;1507.39;
300;1260;-1;-1;-1;0;-1;-1;0;-1;-315.725;314.725;-315.725;-534.245;218.52;-534.245;-2000;1465.75;
340;1260;-1;-1;-1;0;-1;-1;0;-1;-356.253;355.253;-356.253;-575.964;219.711;-575.964;-2000;1424.04;
380;1260;-1;-1;-1;0;-1;-1;0;-1;-397.332;396.332;-397.332;-617.359;220.027;-617.359;-2000;1382.64;
420;1260;-1;-1;-1;0;-1;-16.4758;15.4758;-16.4758;-438.392;421.917;-438.392;-658.222;219.829;-658.222;-2000;1341.78;
460;1260;-1;-1;-1;0;-1;-56.2814;55.2814;-56.2814;-478.95;422.669;-478.95;-698.535;219.585;-698.535;-2000;1301.46;
500;1260;-1;-1;-36.7345;35.7345;-36.7345;-96.976;60.2415;-96.976;-518.744;421.768;-518.744;-738.394;219.65;-738.394;-2000;1261.61;
540;1260;-1;-1;-78.0434;77.0434;-78.0434;-138.026;59.9821;-138.026;-557.687;419.662;-557.687;-777.899;220.212;-777.899;-2000;1222.1;
580;1260;-1;-1;-119.523;118.523;-119.523;-178.942;59.4181;-178.942;-595.827;416.885;-595.827;-817.154;221.328;-817.154;-2000;1182.85;
620;1260;-1;-1;-160.724;159.724;-160.724;-219.383;58.6595;-219.383;-633.28;413.897;-633.28;-856.238;222.958;-856.238;-2000;1143.76;
660;1260;-1;-1;-201.362;200.362;-201.362;-259.225;57.8634;-259.225;-670.12;410.895;-670.12;-895.261;225.141;-895.261;-2000;1104.74;
700;1260;-1;-1;-241.366;240.366;-241.366;-298.529;57.1624;-298.529;-706.427;407.898;-706.427;-934.428;228.001;-934.428;-2000;1065.57;
740;1260;-1;-1;-280.829;279.829;-280.829;-337.412;56.583;-337.412;-742.232;404.819;-742.232;-973.997;231.766;-973.997;-2000;1026;
780;1260;-1;-1;-319.854;318.854;-319.854;-375.891;56.0366;-375.891;-777.624;401.733;-777.624;-1014.33;236.705;-1014.33;-2000;985.671;
820;1260;-1;-1;-358.398;357.398;-358.398;-413.824;55.4259;-413.824;-812.808;398.985;-812.808;-1055.74;242.936;-1055.74;-2000;944.256;
860;1260;-1;-1;-396.294;395.294;-396.294;-450.957;54.664;-450.957;-847.982;397.024;-847.982;-1039.65;191.672;-1039.65;-2000;960.347;
900;1260;-1;-1;-433.242;432.242;-433.242;-487.002;53.7601;-487.002;-883.752;396.75;-883.752;-999.856;116.104;-999.856;-2000;1000.14;
940;1260;-1;-1;-468.901;467.901;-468.901;-521.646;52.7456;-521.646;-920.666;399.02;-920.666;-959.807;39.1411;-959.807;-2000;1040.19;
980;1260;-1;-1;-502.895;501.895;-502.895;-554.562;51.6668;-919.607;-920.076;0.468323;-920.076;-920.076;0;-920.076;-2000;1079.92;
1020;1260;-1;-1;-534.854;533.854;-534.854;-585.458;50.6041;-585.458;-879.829;294.371;-879.829;-879.829;0;-880.46;-2000;1119.54;
1060;1260;-1;-1;-564.509;563.509;-564.509;-614.203;49.6934;-614.203;-839.825;225.623;-839.825;-910.214;70.3892;-910.214;-2000;1089.79;
1100;1260;-1;-1;-591.835;590.835;-591.835;-640.959;49.1234;-640.959;-800.208;159.25;-800.208;-949.159;148.951;-949.159;-2000;1050.84;
1140;1260;-1;-1;-617.143;616.143;-617.143;-666.215;49.0715;-666.215;-793.692;127.477;-793.692;-990.812;197.12;-990.812;-2000;1009.19;
1180;1260;-1;-1;-641.023;640.023;-641.023;-690.677;49.6545;-690.677;-824.873;134.195;-824.873;-1034.14;209.266;-1034.14;-2000;965.862;
1220;1260;-1;-1;-664.204;663.204;-664.204;-679.688;15.4838;-679.688;-858.074;178.386;-858.074;-1077.97;219.898;-1077.97;-2000;922.029;
1260;1260;-1;-1;-639.829;638.829;-639.829;-639.829;0;-639.829;-893.336;253.506;-893.336;-1121.19;227.857;-1121.19;-2000;878.807;
1300;1260;-1;-1;-600.007;599.007;-600.007;-604.55;4.54292;-604.55;-930.153;325.603;-930.153;-1163.24;233.084;-1163.24;-2000;836.763;
1340;1260;-1;-1;-587.436;586.436;-587.436;-628.679;41.2424;-628.679;-967.947;339.269;-967.947;-1203.66;235.714;-1203.66;-2000;796.339;
1380;1260;-1;-1;-611.248;610.248;-611.248;-653.326;42.0772;-653.326;-1006.54;353.214;-1006.54;-1242.04;235.503;-1242.04;-2000;757.957;
1420;1260;-1;-1;-635.609;634.609;-635.609;-678.779;43.1706;-678.779;-1046.16;367.378;-1046.16;-1278.08;231.921;-1278.08;-2000;721.922;
1460;1260;-1;-1;-660.773;659.773;-660.773;-705.253;44.4799;-705.253;-1086.87;381.612;-1086.87;-1311.89;225.028;-1311.89;-2000;688.106;
1500;1260;-1;-1;-686.945;685.945;-686.945;-732.931;45.986;-732.931;-1128.11;395.18;-1128.11;-1344.02;215.904;-1344.02;-2000;655.984;
1540;1260;-1;-1;-714.282;713.282;-714.282;-761.979;47.6969;-761.979;-1168.68;406.705;-1168.68;-1375.2;206.516;-1375.2;-2000;624.8;
1580;1260;-1;-1;-742.856;741.856;-742.856;-792.505;49.6488;-792.505;-1207.29;414.785;-1207.29;-1406.11;198.824;-1406.11;-2000;593.886;
1620;1260;-1;-1;-772.518;771.518;-772.518;-824.226;51.7081;-824.226;-1243.17;418.941;-1243.17;-1436.92;193.752;-1436.92;-2000;563.081;
1660;1260;-1;-1;-802.623;801.623;-802.623;-856.372;53.7487;-856.372;-1275.83;419.462;-1275.83;-1466.85;191.014;-1466.85;-2000;533.152;
1700;1260;-1;-1;-831.689;830.689;-831.689;-887.073;55.3843;-887.073;-1304.61;417.538;-1304.61;-1494.08;189.469;-1494.08;-2000;505.92;
1740;1260;-1;-1;-857.299;856.299;-857.299;-913.625;56.3255;-913.625;-1328.14;414.516;-1328.14;-1516.24;188.103;-1516.24;-2000;483.756;
1780;1260;-1;-1;-876.66;875.66;-876.66;-933.226;56.5653;-933.226;-1344.49;411.268;-1344.49;-1531.23;186.732;-1531.23;-2000;468.775;
1820;1260;-1;-1;-887.585;886.585;-887.585;-943.893;56.3087;-943.893;-1351.82;407.924;-1351.82;-1537.65;185.836;-1537.65;-2000;462.347;
1860;1260;-1;-1;-889.182;888.182;-889.182;-944.92;55.7381;-944.92;-1349.05;404.13;-1349.05;-1534.88;185.831;-1534.88;-2000;465.119;
